key_0,business_code,cust_number,name_customer,Predicted_payment_date,business_year,doc_id,posting_date,document_create_date,document_create_date.1,due_in_date,invoice_currency,document type,posting_id,total_open_amount,baseline_create_date,cust_payment_terms,invoice_id,isOpen,Delay,delay_bucket
495,CA02,20045637,Ascend Industries,2019-06-15,2019.0,194153844.0,2019-06-26,2019-11-22,2019-11-09,2019-07-14,CAD,RV,1.0,686763.47,2019-08-25,N90,194153844.0,1,-29,no delay
499,CA02,20064187,Global Nexus,2020-02-27,2019.0,190692280.0,2019-07-07,2019-09-08,2019-12-27,2019-10-02,CAD,RV,1.0,6763.72,2019-07-02,Pre-Payment,190692280.0,1,148,more than 100 days of delay
503,CA02,20075361,Zenith Industries,2019-09-21,2019.0,196646978.0,2019-02-25,2019-08-02,2020-03-15,2020-04-05,CAD,RV,1.0,7587.34,2020-03-21,Monthly,196646978.0,1,-197,no delay
507,U007,20049264,Spectrum Technologies,2020-03-23,2019.0,192227552.0,2019-06-12,2019-12-28,2019-08-04,2020-05-14,USD,RV,1.0,9912.89,2019-12-29,Consumables,192227552.0,0,-52,no delay
511,U007,20064995,Quantum Enterprises,2019-06-28,2020.0,196980683.0,2020-04-21,2020-04-13,2019-01-20,2020-04-01,CAD,RV,1.0,6266.65,2019-11-29,PIA,196980683.0,1,-278,no delay
515,CA02,20081830,Ultimate Solutions,2019-04-24,2020.0,192418440.0,2019-09-30,2019-07-10,2019-08-15,2019-03-23,USD,RV,1.0,9470.07,2019-12-12,Pro-Rata,192418440.0,0,32,30 to 45 days of delay
519,U007,20055537,Synergy Innovations,2019-07-27,2019.0,194258087.0,2020-04-08,2019-11-16,2019-04-01,2019-05-15,CAD,RV,1.0,89802.41,2019-01-25,COD,194258087.0,1,73,60 to 100 days of delay
523,U002,20096334,Dynamic Industries,2019-10-15,2019.0,198139357.0,2019-08-11,2019-04-29,2020-02-23,2019-09-26,USD,RV,1.0,1661.4,2020-02-26,Cash,198139357.0,0,19,15 to 30 days of delay
527,CA02,20026415,InnovaTech Group,2019-08-24,2020.0,199397834.0,2020-02-26,2019-05-09,2020-01-09,2020-05-10,CAD,RV,1.0,54417.04,2019-09-09,Post-Payment,199397834.0,0,-260,no delay
531,U013,20073136,Ascend Industries,2019-03-29,2020.0,198671434.0,2019-08-17,2019-12-19,2019-12-03,2020-02-25,USD,RV,1.0,450703.79,2019-11-13,Cash,198671434.0,1,-333,no delay
535,U007,20066648,InnovaTech Group,2019-01-11,2019.0,190974122.0,2019-07-31,2020-04-12,2019-11-29,2019-04-21,USD,RV,1.0,718433.01,2019-01-11,Consumables,190974122.0,1,-100,no delay
539,U005,20014110,Nexus Networks,2019-09-23,2020.0,192378583.0,2020-05-01,2019-08-19,2020-04-25,2019-10-08,CAD,RV,1.0,5397.82,2019-03-12,Cash,192378583.0,1,-15,no delay
543,U002,20043186,Spectrum Technologies,2019-08-15,2020.0,194867704.0,2019-11-27,2020-01-25,2019-12-16,2019-05-02,USD,RV,1.0,4906.76,2019-11-22,Fixed,194867704.0,1,105,more than 100 days of delay
547,U013,20028491,Ultimate Solutions,2019-06-20,2019.0,192039716.0,2019-09-05,2020-04-11,2019-09-07,2019-04-13,USD,RV,1.0,3103.2,2019-08-23,Rental,192039716.0,0,68,60 to 100 days of delay
551,U013,20022712,ProTech Partners,2019-03-19,2019.0,193081311.0,2020-03-12,2019-04-06,2019-06-15,2019-02-05,CAD,RV,1.0,10355.47,2019-09-08,1/10 EOM,193081311.0,1,42,30 to 45 days of delay
555,U002,20018247,Elite Systems Group,2019-05-14,2019.0,198858557.0,2020-01-18,2019-10-26,2019-11-29,2019-02-18,CAD,RV,1.0,1935.28,2019-05-02,Yearly,198858557.0,0,85,60 to 100 days of delay
559,U005,20030967,Ultimate Solutions,2020-02-11,2019.0,197140798.0,2019-06-10,2020-03-26,2019-08-16,2019-12-20,USD,RV,1.0,4024.83,2019-11-27,Semi-Annually,197140798.0,0,53,45 to 60 days of delay
563,U013,20004636,Innovatech Solutions,2020-02-03,2020.0,190168983.0,2019-10-07,2019-05-16,2019-02-15,2019-07-15,CAD,RV,1.0,69607.79,2020-05-17,CIA,190168983.0,0,203,more than 100 days of delay
567,U007,20081219,Innovatech Solutions,2019-04-09,2019.0,199101432.0,2019-05-29,2019-11-23,2019-01-27,2020-03-02,USD,RV,1.0,92167.31,2019-06-04,Fixed,199101432.0,1,-328,no delay
571,CA02,20024456,Infinity Holdings,2019-11-19,2019.0,197464986.0,2019-08-27,2020-01-07,2020-01-21,2019-10-22,CAD,RV,1.0,369994.27,2019-05-21,Licencing,197464986.0,0,28,15 to 30 days of delay
575,U007,20013055,Global Ventures,2019-02-06,2020.0,197451775.0,2019-04-09,2019-02-26,2019-12-27,2019-04-25,USD,RV,1.0,633364.32,2019-07-15,90 Prox,197451775.0,1,-78,no delay
579,U002,20018083,NextGen Solutions,2020-02-28,2019.0,192225866.0,2019-02-24,2019-03-06,2019-02-02,2019-06-11,USD,RV,1.0,403995.8,2019-11-16,Fixed,192225866.0,1,262,more than 100 days of delay
583,U007,20053923,Enterprise Innovations,2019-06-30,2020.0,195829755.0,2019-10-03,2020-03-28,2019-05-04,2020-03-03,CAD,RV,1.0,798517.49,2019-06-30,Co-Pay,195829755.0,1,-247,no delay
587,U013,20094085,Alliance Enterprises,2019-08-21,2020.0,194739826.0,2020-04-16,2019-09-20,2019-09-27,2019-07-28,USD,RV,1.0,87839.91,2019-10-31,45 Prox,194739826.0,0,24,15 to 30 days of delay
591,U001,20083843,Quantum Dynamics,2019-08-01,2019.0,195599537.0,2019-02-06,2019-02-07,2020-02-12,2019-06-29,USD,RV,1.0,590964.82,2019-06-28,Rental,195599537.0,1,33,30 to 45 days of delay
595,U002,20040994,Fusion Enterprises,2019-11-04,2020.0,193044873.0,2019-08-31,2020-03-27,2019-06-18,2020-05-13,CAD,RV,1.0,933416.95,2019-10-18,Due Dates,193044873.0,1,-191,no delay
599,CA02,20042078,Global Tech Solutions,2019-06-06,2020.0,193624840.0,2019-02-14,2019-12-18,2019-05-01,2020-02-01,USD,RV,1.0,349283.67,2019-01-16,45 Prox,193624840.0,1,-240,no delay
603,U007,20003609,Summit Technologies,2019-08-27,2019.0,191709691.0,2019-03-14,2019-11-21,2019-01-17,2019-08-06,USD,RV,1.0,60302.54,2019-10-24,1/90 EOM,191709691.0,0,21,15 to 30 days of delay
607,U002,20077278,Summit Technologies,2019-03-24,2020.0,197281460.0,2019-11-07,2019-11-25,2019-02-05,2019-02-12,CAD,RV,1.0,17025.82,2019-12-24,End of Month,197281460.0,0,40,30 to 45 days of delay
611,U007,20019098,Alliance Enterprises,2019-08-26,2020.0,197478190.0,2019-09-19,2020-03-02,2019-10-30,2020-02-16,USD,RV,1.0,69995.49,2019-06-01,End of Month,197478190.0,1,-174,no delay
615,U007,20064651,Global Ventures,2019-02-02,2020.0,199348643.0,2019-07-18,2019-01-19,2019-12-26,2019-01-11,USD,RV,1.0,58528.89,2019-04-18,Semi-Annually,199348643.0,0,22,15 to 30 days of delay
619,U005,20044623,Quantum Enterprises,2019-10-31,2020.0,192303616.0,2019-03-15,2020-01-29,2019-12-14,2019-08-10,CAD,RV,1.0,453064.14,2019-06-23,Maintenance,192303616.0,0,82,60 to 100 days of delay
623,CA02,20040364,Vertex Solutions Inc.,2019-12-17,2020.0,193974336.0,2019-03-12,2020-02-16,2020-01-02,2020-05-18,USD,RV,1.0,1609.46,2019-09-12,Yearly,193974336.0,0,-153,no delay
627,U013,20017656,InnovaTech Group,2018-12-29,2019.0,198363570.0,2019-05-24,2019-08-01,2019-04-06,2019-01-12,CAD,RV,1.0,76586.39,2019-04-14,1/90 Prox,198363570.0,0,-14,no delay
631,U013,20035388,Stellar Supplies LLC,2019-03-24,2020.0,199397974.0,2019-09-24,2019-06-05,2019-02-02,2019-02-25,USD,RV,1.0,496460.11,2019-03-22,CIA,199397974.0,0,27,15 to 30 days of delay
635,U002,20044722,Horizon Holdings,2019-06-26,2020.0,195245467.0,2020-04-17,2020-01-05,2019-12-30,2019-05-15,USD,RV,1.0,584726.52,2019-07-26,PID,195245467.0,1,42,30 to 45 days of delay
639,U005,20025985,InnovaTech Group,2019-07-25,2020.0,190376909.0,2019-02-06,2019-02-28,2020-01-17,2020-02-10,USD,RV,1.0,4546.79,2019-08-13,"2/15, Net 45",190376909.0,1,-200,no delay
643,U013,20013005,Titanium Technologies,2019-03-12,2020.0,194476190.0,2020-02-06,2019-08-21,2019-11-13,2019-02-04,CAD,RV,1.0,186453.23,2019-08-29,Maintenance,194476190.0,1,36,30 to 45 days of delay
647,U007,20034426,Prime Logistics,2019-10-19,2019.0,194164467.0,2020-01-04,2019-02-02,2020-01-12,2019-07-05,CAD,RV,1.0,3415.39,2019-07-27,Net 75,194164467.0,1,106,more than 100 days of delay
651,U001,20046744,Enterprise Innovations,2019-12-20,2019.0,197898027.0,2019-03-29,2019-11-29,2020-04-13,2019-09-20,CAD,RV,1.0,914857.25,2019-07-05,Lease-to-Own,197898027.0,1,91,60 to 100 days of delay
655,U002,20026192,Advanced Enterprises,2019-10-19,2019.0,197105002.0,2019-03-28,2019-12-26,2019-10-21,2019-08-23,USD,RV,1.0,443244.04,2019-12-05,Graduated,197105002.0,1,57,45 to 60 days of delay
659,U005,20096938,Alliance Enterprises,2020-04-27,2020.0,194684826.0,2019-12-28,2019-01-13,2020-03-05,2019-12-30,USD,RV,1.0,156830.72,2019-01-25,CIA,194684826.0,1,119,more than 100 days of delay
663,U001,20073646,Cortex Innovations,2019-10-23,2019.0,194340880.0,2019-01-12,2020-01-30,2019-02-10,2019-10-18,CAD,RV,1.0,832567.14,2019-10-11,PIA,194340880.0,0,5,0 to 15 days of delay
667,U002,20072805,Prime Innovations,2019-08-06,2020.0,192403754.0,2019-07-24,2019-09-25,2019-06-18,2019-07-16,CAD,RV,1.0,68499.99,2019-08-03,Graduated,192403754.0,1,21,15 to 30 days of delay
671,U013,20060719,Dynamic Industries,2020-03-14,2020.0,194882968.0,2019-05-03,2019-01-17,2019-05-27,2019-09-13,USD,RV,1.0,3031.73,2019-04-15,1/60 EOM,194882968.0,0,183,more than 100 days of delay
675,U013,20017021,ProTech Partners,2020-01-18,2020.0,190202310.0,2020-03-21,2019-09-10,2020-03-04,2019-11-16,CAD,RV,1.0,891405.24,2019-03-28,1/90 EOM,190202310.0,1,63,60 to 100 days of delay
679,U001,20040182,Infinity Holdings,2019-09-07,2020.0,194922511.0,2019-05-19,2019-03-18,2019-03-15,2020-03-15,USD,RV,1.0,8483.98,2020-05-01,1/60 EOM,194922511.0,1,-190,no delay
683,U005,20013404,Unified Ventures,2019-11-12,2020.0,191525611.0,2019-12-04,2019-02-07,2020-01-27,2020-02-18,CAD,RV,1.0,758494.99,2020-01-03,Net 75,191525611.0,1,-98,no delay
687,U007,20065174,NextGen Solutions,2019-05-09,2020.0,197906201.0,2020-02-06,2019-08-22,2020-02-07,2019-05-10,USD,RV,1.0,116274.78,2020-01-02,Yearly,197906201.0,0,-1,no delay
691,U005,20018440,Fusion Enterprises,2019-04-14,2020.0,198969761.0,2019-06-29,2020-01-08,2019-03-20,2020-02-19,CAD,RV,1.0,1679.51,2019-02-18,PIB,198969761.0,0,-311,no delay
695,U013,20043819,Zenith Industries,2020-04-06,2019.0,195810584.0,2019-10-03,2019-12-21,2019-04-14,2019-12-21,USD,RV,1.0,277936.18,2020-04-29,Licencing,195810584.0,0,107,more than 100 days of delay
699,U005,20045614,Synergy Innovations,2019-02-19,2020.0,191435763.0,2020-03-23,2019-01-16,2019-02-09,2019-01-14,CAD,RV,1.0,60994.6,2019-08-27,45 EOM,191435763.0,1,36,30 to 45 days of delay
703,U007,20053458,Fusion Enterprises,2019-03-20,2020.0,198765877.0,2019-05-15,2019-09-01,2019-11-29,2019-05-24,CAD,RV,1.0,636252.93,2019-06-07,60 EOM,198765877.0,1,-65,no delay
707,U013,20001589,Acme Industries,2019-08-22,2019.0,196335623.0,2019-11-07,2020-01-14,2019-10-30,2019-05-14,CAD,RV,1.0,6250.78,2019-05-15,Net 7,196335623.0,1,100,
711,CA02,20063200,Skyline Innovations,2019-09-30,2020.0,194053775.0,2019-12-11,2019-01-15,2020-02-09,2019-12-12,CAD,RV,1.0,16305.68,2019-04-07,1/60 Prox,194053775.0,0,-73,no delay
715,U007,20090109,Dynamic Industries,2019-11-28,2020.0,191507402.0,2019-09-17,2019-11-16,2019-07-12,2020-03-17,USD,RV,1.0,76650.34,2019-03-15,N60,191507402.0,0,-110,no delay
719,U005,20035323,Elite Systems Group,2019-07-23,2019.0,199124972.0,2019-04-29,2019-12-08,2019-10-01,2019-07-04,CAD,RV,1.0,738285.21,2019-03-19,Net 7,199124972.0,0,19,15 to 30 days of delay
723,U002,20064228,Optimum Tech Partners,2019-12-25,2019.0,198802765.0,2020-01-10,2019-09-22,2019-07-22,2019-08-20,CAD,RV,1.0,45212.2,2019-03-13,Tiered,198802765.0,1,127,more than 100 days of delay
727,CA02,20063130,Synergy Innovations,2019-07-22,2020.0,199766807.0,2020-01-19,2020-04-12,2019-12-18,2020-05-09,USD,RV,1.0,351815.02,2019-03-09,COD,199766807.0,1,-292,no delay
731,U007,20055695,Global Tech Solutions,2019-08-01,2020.0,197485868.0,2019-07-01,2020-01-19,2019-12-30,2019-08-25,USD,RV,1.0,70747.68,2019-03-04,N30,197485868.0,1,-24,no delay
735,CA02,20076043,Innovatech Solutions,2019-07-31,2020.0,194202999.0,2019-05-27,2019-11-28,2020-03-13,2019-05-20,USD,RV,1.0,444107.89,2019-03-17,Monthly,194202999.0,1,72,60 to 100 days of delay
739,U005,20000722,Vertex Solutions Inc.,2019-12-21,2020.0,199109335.0,2020-02-22,2019-10-23,2019-06-09,2019-10-06,CAD,RV,1.0,9846.36,2020-04-10,Pro-Rata,199109335.0,1,76,60 to 100 days of delay
743,U007,20069354,Spectrum Technologies,2019-11-03,2020.0,199460375.0,2020-01-26,2019-12-17,2019-01-15,2019-05-27,USD,RV,1.0,944519.62,2019-09-20,PIB,199460375.0,0,160,more than 100 days of delay
747,CA02,20065248,BlueWave Enterprises,2019-10-01,2020.0,196931930.0,2019-03-15,2019-03-31,2020-03-06,2019-08-17,USD,RV,1.0,8947.93,2019-08-29,Due Dates,196931930.0,1,45,45 to 60 days of delay
751,U007,20012907,Global Tech Solutions,2019-06-22,2019.0,194137236.0,2019-03-12,2019-06-24,2019-07-03,2020-01-10,USD,RV,1.0,56418.2,2019-04-13,Deductible,194137236.0,1,-202,no delay
755,U007,20050779,Titanium Technologies,2019-07-05,2020.0,193354821.0,2019-01-23,2019-10-16,2020-03-28,2019-04-26,USD,RV,1.0,2977.44,2019-01-16,End of Month,193354821.0,0,70,60 to 100 days of delay
759,U013,20083063,Summit Technologies,2020-04-03,2020.0,197602642.0,2019-10-20,2020-03-24,2019-08-22,2019-12-12,CAD,RV,1.0,8424.29,2019-08-05,Disposable,197602642.0,0,113,more than 100 days of delay
763,U001,20097731,Future Commerce Ltd.,2019-09-22,2020.0,191914494.0,2019-09-19,2019-11-20,2019-12-06,2020-03-01,USD,RV,1.0,208167.78,2019-01-24,Net 45,191914494.0,0,-161,no delay
767,U001,20038297,Titanium Technologies,2019-09-25,2020.0,193725208.0,2019-04-20,2019-02-25,2019-08-21,2020-04-19,USD,RV,1.0,3460.85,2020-04-05,Consumables,193725208.0,1,-207,no delay
771,U002,20047132,Fusion Enterprises,2019-08-06,2020.0,197762855.0,2019-12-25,2019-08-06,2019-10-20,2020-03-14,CAD,RV,1.0,17757.33,2019-11-22,N90,197762855.0,0,-221,no delay
775,U007,20016544,Enterprise Innovations,2020-01-26,2019.0,192670445.0,2019-02-09,2019-06-26,2019-10-04,2019-11-17,CAD,RV,1.0,71642.54,2019-01-26,CIA,192670445.0,1,70,60 to 100 days of delay
779,U001,20005005,Peak Technologies,2019-02-19,2020.0,190267263.0,2020-05-11,2020-02-15,2020-04-06,2019-03-10,USD,RV,1.0,7541.58,2020-03-26,COD,190267263.0,1,-19,no delay
783,CA02,20089316,Crest Business Services,2020-01-31,2019.0,191272121.0,2020-05-05,2019-10-11,2020-04-24,2019-10-17,CAD,RV,1.0,420558.09,2019-09-05,Pro-Rata,191272121.0,1,106,more than 100 days of delay
787,U001,20076122,NextWave Technologies,2019-07-07,2019.0,198585069.0,2019-02-25,2019-04-09,2019-10-20,2020-01-20,CAD,RV,1.0,6694.81,2019-10-14,Monthly,198585069.0,1,-197,no delay
791,U001,20026333,Vertex Solutions Inc.,2019-11-07,2019.0,198915612.0,2020-01-24,2019-08-12,2019-11-17,2020-03-25,USD,RV,1.0,598978.37,2019-09-28,Net 15,198915612.0,1,-139,no delay
795,U007,20087683,Skyline Innovations,2019-09-14,2020.0,196521881.0,2019-06-03,2019-06-04,2019-05-07,2020-02-29,CAD,RV,1.0,498674.04,2019-04-28,Out-of-Pocket,196521881.0,1,-168,no delay
799,U001,20004469,Infinity Holdings,2019-04-19,2019.0,190972392.0,2020-04-08,2019-06-02,2019-09-27,2020-01-08,USD,RV,1.0,12510.32,2020-05-16,In Advance,190972392.0,0,-264,no delay
803,U002,20006488,Advantage Solutions,2019-09-08,2020.0,193690326.0,2019-04-11,2020-03-12,2019-12-11,2019-05-02,CAD,RV,1.0,2823.83,2019-11-15,COD,193690326.0,1,129,more than 100 days of delay
807,U007,20075989,Vanguard Ventures,2019-09-16,2019.0,193197216.0,2019-01-26,2019-06-28,2020-01-09,2020-03-20,USD,RV,1.0,313924.12,2020-02-02,"2/10, Net 30",193197216.0,1,-186,no delay
811,U002,20059987,Horizon Holdings,2020-05-21,2020.0,192497044.0,2019-11-28,2020-04-28,2020-03-18,2019-12-02,USD,RV,1.0,5663.55,2019-08-22,N30,192497044.0,0,171,more than 100 days of delay
815,U007,20072950,Ascend Industries,2019-04-27,2019.0,195517616.0,2020-04-08,2019-05-02,2020-03-24,2019-03-06,USD,RV,1.0,4769.23,2019-01-24,1/90 EOM,195517616.0,1,52,45 to 60 days of delay
819,U001,20056882,Advanced Enterprises,2019-09-21,2020.0,194595762.0,2019-08-26,2020-04-08,2019-03-26,2020-04-24,CAD,RV,1.0,18981.37,2019-11-25,PIB,194595762.0,1,-216,no delay
823,U002,20014642,Zenith Industries,2019-08-20,2019.0,198720644.0,2019-11-08,2019-03-23,2019-10-25,2019-06-08,CAD,RV,1.0,9189.95,2020-03-19,Disposable,198720644.0,1,73,60 to 100 days of delay
827,U002,20094729,NextWave Technologies,2019-08-31,2019.0,190203323.0,2020-03-22,2019-09-12,2019-02-14,2019-03-29,CAD,RV,1.0,454233.28,2019-11-09,Licencing,190203323.0,1,155,more than 100 days of delay
831,U002,20075261,Nexus Networks,2020-03-25,2019.0,199741094.0,2019-12-25,2019-06-23,2019-01-16,2019-11-20,USD,RV,1.0,19236.36,2019-06-06,Daily,199741094.0,1,126,more than 100 days of delay
835,U005,20017866,Fusion Enterprises,2019-11-11,2020.0,192324876.0,2019-12-29,2019-03-21,2019-11-04,2019-07-28,CAD,RV,1.0,6259.29,2020-01-17,30 EOM,192324876.0,0,106,more than 100 days of delay
839,U002,20087950,Cortex Innovations,2019-08-06,2020.0,194004828.0,2020-01-10,2020-02-26,2019-12-23,2019-07-23,USD,RV,1.0,147500.19,2019-06-16,Disposable,194004828.0,1,14,0 to 15 days of delay
843,U013,20051980,Pinnacle Manufacturing,2019-08-13,2020.0,198828516.0,2020-04-12,2019-06-23,2019-07-10,2019-08-12,CAD,RV,1.0,396446.31,2020-02-08,Maintenance,198828516.0,1,1,0 to 15 days of delay
847,CA02,20089929,Stellar Supplies LLC,2019-03-21,2019.0,190128579.0,2019-06-08,2020-02-03,2019-11-17,2019-06-03,USD,RV,1.0,85719.48,2020-02-21,Rental,190128579.0,0,-74,no delay
851,U001,20074649,Advanced Enterprises,2019-11-23,2019.0,198769217.0,2020-04-05,2020-04-09,2020-02-17,2020-05-14,USD,RV,1.0,383766.0,2020-04-11,Monthly,198769217.0,1,-173,no delay
855,U007,20091563,Elite Systems Group,2020-02-29,2019.0,194392547.0,2019-07-10,2019-02-11,2019-07-05,2019-12-24,CAD,RV,1.0,362940.68,2019-08-21,1/90 EOM,194392547.0,0,67,60 to 100 days of delay
859,U005,20036447,Velocity Solutions,2019-08-16,2020.0,197843988.0,2020-04-10,2019-08-10,2019-08-05,2019-04-14,CAD,RV,1.0,31928.2,2019-02-22,Prescription,197843988.0,0,124,more than 100 days of delay
863,U001,20015468,Titanium Technologies,2019-11-05,2020.0,196482095.0,2020-05-05,2019-02-17,2019-05-04,2019-07-05,USD,RV,1.0,2737.57,2020-02-22,Net 75,196482095.0,1,123,more than 100 days of delay
867,CA02,20037979,BlueWave Enterprises,2019-08-18,2019.0,197303278.0,2019-12-26,2019-02-08,2019-12-06,2019-10-11,CAD,RV,1.0,27551.22,2020-01-13,Net 15,197303278.0,1,-54,no delay
871,U001,20045577,Titanium Technologies,2019-04-22,2020.0,194024788.0,2019-02-05,2019-03-23,2019-05-11,2019-03-24,CAD,RV,1.0,6006.19,2019-08-24,Co-Pay,194024788.0,1,29,15 to 30 days of delay
875,CA02,20023787,NextGen Solutions,2019-12-08,2020.0,199057949.0,2019-06-20,2020-02-16,2019-04-01,2019-12-24,CAD,RV,1.0,232760.74,2019-05-09,Escrow,199057949.0,1,-16,no delay
879,U013,20059353,Global Nexus,2019-06-20,2019.0,194743848.0,2019-05-10,2019-09-26,2019-02-25,2019-07-22,USD,RV,1.0,4246.05,2020-05-14,Semi-Annually,194743848.0,1,-32,no delay
883,U005,20053963,Nexus Networks,2019-04-22,2020.0,192054519.0,2019-11-26,2020-03-29,2019-10-16,2019-03-29,USD,RV,1.0,54005.85,2020-03-16,Net 45,192054519.0,1,24,15 to 30 days of delay
887,U001,20005764,Global Nexus,2019-10-14,2020.0,194667720.0,2019-11-22,2019-03-31,2019-12-07,2019-07-22,CAD,RV,1.0,297789.77,2019-07-26,Licencing,194667720.0,1,84,60 to 100 days of delay
891,CA02,20047711,Advantage Solutions,2019-09-19,2019.0,198103533.0,2019-07-16,2019-04-10,2019-11-16,2020-04-11,USD,RV,1.0,52173.89,2019-10-17,Daily,198103533.0,1,-205,no delay
895,U005,20000476,Synergy Innovations,2019-10-22,2019.0,195802834.0,2019-10-16,2019-12-13,2019-05-28,2020-03-14,USD,RV,1.0,810637.77,2020-02-02,Tiered,195802834.0,1,-144,no delay
899,U005,20080680,Titanium Technologies,2019-08-20,2020.0,191178711.0,2020-05-17,2019-01-29,2019-12-26,2019-10-23,USD,RV,1.0,88564.94,2020-04-04,Deductible,191178711.0,1,-64,no delay
903,CA02,20074938,OmniTech Solutions,2019-10-26,2020.0,190280879.0,2019-07-27,2020-03-14,2019-07-26,2020-04-05,CAD,RV,1.0,4416.63,2020-02-06,PID,190280879.0,1,-162,no delay
907,CA02,20019265,Dynamic Industries,2020-01-22,2020.0,198070840.0,2019-10-31,2020-04-26,2019-03-06,2019-10-04,USD,RV,1.0,5176.06,2020-01-14,EOM,198070840.0,1,110,more than 100 days of delay
911,CA02,20091976,Velocity Solutions,2019-03-30,2019.0,191746015.0,2019-03-02,2019-12-26,2020-02-07,2019-01-22,USD,RV,1.0,55648.15,2019-12-28,1/15 EOM,191746015.0,1,67,60 to 100 days of delay
915,U005,20032556,Pioneer Industries,2019-11-25,2020.0,198578101.0,2019-06-05,2020-05-09,2020-05-08,2019-10-05,CAD,RV,1.0,4094.58,2019-01-15,Net 45,198578101.0,1,51,45 to 60 days of delay
919,CA02,20065655,Prime Innovations,2019-05-29,2019.0,194967068.0,2020-04-28,2019-10-07,2019-12-19,2020-04-17,USD,RV,1.0,536739.71,2020-05-02,1/15 Prox,194967068.0,0,-324,no delay
923,U013,20023868,Pioneer Industries,2019-12-27,2019.0,199835816.0,2019-04-19,2019-06-10,2019-10-23,2019-12-29,USD,RV,1.0,23662.81,2020-02-09,1/10 EOM,199835816.0,0,-2,no delay
927,U005,20087452,Future Commerce Ltd.,2020-02-06,2020.0,193702957.0,2019-07-22,2020-05-07,2019-04-13,2019-12-10,USD,RV,1.0,21062.27,2020-03-22,Tiered,193702957.0,0,58,45 to 60 days of delay
931,U002,20066850,Optimum Tech Partners,2019-12-12,2019.0,192086252.0,2019-05-01,2019-02-03,2019-03-21,2019-04-12,CAD,RV,1.0,531434.1,2019-10-16,PIA,192086252.0,0,244,more than 100 days of delay
935,U002,20061241,Titanium Technologies,2019-05-12,2020.0,197791748.0,2019-12-05,2019-11-07,2020-03-25,2019-02-26,USD,RV,1.0,178771.97,2020-01-09,1/60 EOM,197791748.0,1,75,60 to 100 days of delay
939,U002,20063069,Prime Innovations,2019-10-13,2019.0,190317600.0,2019-10-16,2019-02-14,2020-04-01,2019-09-15,USD,RV,1.0,530475.51,2019-11-16,90 EOM,190317600.0,1,28,15 to 30 days of delay
943,U005,20047790,Peak Technologies,2019-06-05,2020.0,192537665.0,2019-05-23,2019-03-15,2019-04-04,2020-05-15,CAD,RV,1.0,752561.75,2019-02-18,45 EOM,192537665.0,0,-345,no delay
947,U005,20027297,Ultimate Solutions,2020-02-20,2020.0,198558922.0,2019-02-26,2019-07-22,2019-12-07,2019-09-13,USD,RV,1.0,191960.72,2019-05-11,Royalty,198558922.0,1,160,more than 100 days of delay
951,U002,20087434,Fusion Enterprises,2019-10-26,2019.0,193536264.0,2020-04-28,2020-01-03,2019-09-22,2019-10-05,CAD,RV,1.0,20896.19,2019-05-29,PIA,193536264.0,1,21,15 to 30 days of delay
955,U005,20064306,OmniTech Solutions,2019-12-18,2019.0,190117608.0,2019-02-24,2019-04-16,2019-12-06,2019-08-31,USD,RV,1.0,19227.73,2019-10-17,Monthly,190117608.0,1,109,more than 100 days of delay
959,U001,20036306,Synergy Corporations,2019-09-21,2020.0,198897815.0,2019-03-12,2019-07-21,2019-10-22,2020-03-11,USD,RV,1.0,71281.56,2020-04-25,Pro-Rata,198897815.0,0,-172,no delay
